timestamp,machine_id,temperature_c,vibration_mm_s,rpm,pressure_psi,flow_rate_l_min,material_hardness,power_draw_kw,phase_imbalance_pct,sensor_drift_factor,variation_score,wear_and_tear_index,production_quantity,defect_rate_pct,days_until_failure,status
2023-01-03 06:00:00,M-104,65.11,6.09,1483,123.06,49.84,197.87,43.99,0.67,0.0141,0.23,23.84,973,4.67,79,Normal
2023-01-03 07:00:00,M-104,63.36,3.5,1497,117.75,49.85,199.97,43.68,1.16,0.0092,0.0,28.97,1021,3.42,142,Normal
2023-01-03 08:00:00,M-104,64.46,3.89,1525,120.12,50.01,199.88,45.2,0.97,0.0071,0.0,11.1,989,2.95,177,Normal
2023-01-03 09:00:00,M-105,70.57,16.17,1370,119.61,41.28,180.58,55.61,3.29,0.0449,2.79,59.98,662,14.84,6,Warning
2023-01-03 10:00:00,M-101,62.78,6.75,1509,122.54,50.72,194.35,44.48,1.1,0.0039,0.35,18.24,972,3.84,68,Normal
2023-01-03 11:00:00,M-101,63.12,5.23,1502,123.29,48.99,196.71,44.06,0.67,0.0188,0.05,22.09,969,3.0,131,Normal
2023-01-03 12:00:00,M-105,61.89,5.61,1487,123.51,47.92,208.48,45.21,0.98,0.0073,0.12,37.87,993,6.41,83,Normal
2023-01-03 13:00:00,M-103,64.94,4.66,1513,124.31,50.67,196.89,44.58,0.74,0.0105,0.0,26.63,967,4.27,146,Normal
2023-01-03 14:00:00,M-104,67.06,5.47,1502,121.97,51.67,205.07,43.16,0.74,0.0069,0.3,19.49,964,3.35,73,Normal
2023-01-03 15:00:00,M-101,85.99,14.83,1329,132.81,31.01,190.12,65.58,8.15,0.0623,4.06,100.0,553,22.84,0,Failure
2023-01-03 16:00:00,M-103,80.71,25.5,1271,145.98,47.8,168.56,75.75,5.59,0.1483,5.67,100.0,354,25.56,0,Failure
2023-01-03 17:00:00,M-102,64.2,5.5,1505,117.82,50.93,191.19,46.14,0.74,0.0089,0.1,33.47,1009,5.28,95,Normal
2023-01-03 18:00:00,M-101,77.24,15.24,1475,132.3,44.79,176.71,56.29,3.21,0.0554,3.27,86.55,581,19.75,1,Warning
2023-01-03 19:00:00,M-103,74.15,15.39,1447,127.67,47.66,178.76,56.5,1.96,0.0756,2.99,64.34,635,15.7,5,Warning
2023-01-03 20:00:00,M-105,67.89,5.2,1510,117.03,50.27,204.45,45.08,1.21,0.0074,0.33,29.33,988,5.52,61,Normal
2023-01-03 21:00:00,M-102,65.63,3.32,1482,118.25,50.79,198.5,44.2,0.8,0.0047,0.06,31.33,953,4.22,109,Normal
2023-01-03 22:00:00,M-102,66.97,4.79,1499,121.35,48.88,201.91,45.17,1.1,0.0114,0.2,19.87,1025,3.12,89,Normal
2023-01-03 23:00:00,M-105,72.6,13.67,1431,127.52,44.5,187.01,51.48,3.8,0.071,2.49,54.14,707,12.92,8,Warning
2023-01-04 00:00:00,M-105,65.41,3.48,1515,123.59,49.39,198.06,45.29,1.07,0.0133,0.04,13.22,1035,1.19,149,Normal
2023-01-04 01:00:00,M-101,62.49,5.88,1490,118.32,49.99,203.47,43.94,0.3,0.0056,0.18,23.09,1002,3.99,90,Normal
2023-01-04 02:00:00,M-103,77.73,17.54,1467,128.2,46.77,198.87,57.46,3.51,0.0713,3.78,85.27,569,20.03,1,Warning
2023-01-04 03:00:00,M-103,65.96,4.63,1491,118.62,50.49,202.09,45.4,0.95,0.01,0.1,40.88,1004,5.58,85,Normal
2023-01-04 04:00:00,M-102,69.56,14.24,1469,140.82,44.08,191.75,55.75,4.58,0.0481,2.3,63.54,729,14.23,7,Warning
2023-01-04 05:00:00,M-101,65.82,4.81,1495,119.27,50.17,190.95,45.97,0.9,0.0106,0.08,11.96,997,1.69,132,Normal
2023-01-04 06:00:00,M-104,81.26,11.8,1433,139.41,40.66,172.41,56.32,2.5,0.0296,2.99,57.27,655,15.13,6,Warning
2023-01-04 07:00:00,M-105,67.62,4.78,1488,119.77,50.63,193.86,46.66,1.18,0.009,0.26,14.87,954,2.42,83,Normal
2023-01-04 08:00:00,M-102,62.5,6.44,1499,122.23,50.34,202.28,45.57,1.09,0.0132,0.29,18.27,991,3.94,75,Normal
2023-01-04 09:00:00,M-105,65.98,3.97,1499,120.75,49.24,193.21,44.68,0.85,0.0099,0.1,35.4,956,5.79,92,Normal
2023-01-04 10:00:00,M-105,73.22,6.33,1436,117.88,40.25,196.08,57.36,3.43,0.0307,1.09,33.58,868,8.41,24,Warning
2023-01-04 11:00:00,M-104,84.89,24.62,1389,137.99,35.19,165.96,69.57,6.64,0.1134,5.91,100.0,294,26.3,0,Failure
2023-01-04 12:00:00,M-105,63.86,5.57,1513,121.85,50.06,196.77,45.7,1.08,0.0145,0.11,21.9,998,3.57,107,Normal
2023-01-04 13:00:00,M-102,66.9,4.8,1513,120.8,52.18,198.15,45.2,0.79,0.0074,0.19,27.8,989,5.11,82,Normal
2023-01-04 14:00:00,M-104,93.64,24.18,1301,145.96,38.07,154.66,68.71,3.66,0.17,6.7,100.0,208,27.47,0,Failure
2023-01-04 15:00:00,M-103,63.2,3.44,1520,119.79,51.78,191.84,44.43,1.16,0.0109,0.0,28.95,1010,3.72,142,Normal
2023-01-04 16:00:00,M-105,63.75,5.4,1504,120.52,49.45,196.64,44.97,1.23,0.0127,0.08,24.55,983,2.72,114,Normal
2023-01-04 17:00:00,M-102,65.47,3.84,1503,120.75,49.91,204.04,43.75,1.22,0.0065,0.05,12.91,963,1.89,146,Normal
2023-01-04 18:00:00,M-103,65.15,3.72,1509,119.01,48.44,197.86,46.5,1.17,0.0083,0.02,11.33,991,2.15,167,Normal
2023-01-04 19:00:00,M-105,67.45,6.21,1499,120.73,51.3,198.48,45.38,0.93,0.0072,0.49,45.41,942,7.44,37,Normal
2023-01-04 20:00:00,M-102,66.47,4.92,1500,116.0,50.92,201.73,46.0,0.42,0.0204,0.15,16.39,979,2.28,105,Normal
2023-01-04 21:00:00,M-101,66.29,5.28,1493,122.15,49.84,202.74,44.08,0.99,0.02,0.18,29.88,997,5.0,80,Normal
2023-01-04 22:00:00,M-101,79.42,15.56,1469,124.28,49.9,180.83,55.91,2.25,0.0487,3.55,89.44,580,20.7,1,Warning
2023-01-04 23:00:00,M-101,67.87,5.56,1503,116.63,49.07,205.23,45.57,1.14,0.0132,0.4,19.61,977,3.61,61,Normal
2023-01-05 00:00:00,M-103,64.65,5.02,1489,117.12,51.59,195.77,44.01,0.57,0.0068,0.0,16.86,973,2.62,164,Normal
2023-01-05 01:00:00,M-102,63.6,6.09,1515,115.5,49.32,200.3,46.13,0.91,0.0099,0.22,25.23,950,3.45,79,Normal
2023-01-05 02:00:00,M-105,67.05,7.44,1513,121.13,50.59,204.27,45.76,1.06,0.0105,0.69,22.19,915,4.62,41,Normal
2023-01-05 03:00:00,M-102,66.11,4.97,1490,118.26,49.02,204.85,44.38,0.62,0.012,0.11,19.84,1017,3.58,111,Normal
2023-01-05 04:00:00,M-104,63.04,4.78,1505,118.06,50.11,193.33,44.4,1.06,0.002,0.0,38.89,1008,6.53,122,Normal
2023-01-05 05:00:00,M-101,64.85,4.42,1500,120.94,50.14,206.03,45.38,0.94,0.012,0.0,22.33,1009,2.7,155,Normal
2023-01-05 06:00:00,M-103,62.51,4.31,1492,121.79,49.71,206.24,44.33,1.06,0.0058,0.0,27.6,1042,4.4,144,Normal
2023-01-05 07:00:00,M-104,72.06,10.94,1463,136.12,49.87,177.7,55.8,4.46,0.0163,1.89,42.5,779,10.16,13,Warning
2023-01-05 08:00:00,M-101,63.39,6.64,1516,118.89,50.57,208.14,44.62,0.96,0.0071,0.33,21.72,940,3.62,67,Normal
2023-01-05 09:00:00,M-101,64.6,4.24,1500,118.76,50.7,205.16,45.11,1.09,0.0206,0.0,30.08,976,3.9,139,Normal
2023-01-05 10:00:00,M-103,81.69,13.26,1428,129.72,46.67,190.61,56.62,2.08,0.0534,3.32,62.71,573,16.84,5,Warning
2023-01-05 11:00:00,M-101,64.39,6.31,1487,118.93,48.59,200.36,45.78,1.02,0.0161,0.26,36.6,953,6.13,61,Normal
2023-01-05 12:00:00,M-102,65.27,4.85,1507,121.91,49.21,193.34,43.16,1.1,0.0045,0.03,28.42,953,4.73,129,Normal
2023-01-05 13:00:00,M-102,65.06,5.25,1499,119.23,50.46,197.81,46.17,1.11,0.013,0.06,22.94,983,3.44,125,Normal
2023-01-05 14:00:00,M-103,66.07,4.1,1500,119.98,51.09,202.37,44.97,1.16,0.017,0.11,16.85,998,1.48,116,Normal
2023-01-05 15:00:00,M-101,65.13,4.63,1490,121.02,50.05,190.99,44.35,0.42,0.0115,0.01,16.67,1004,2.13,158,Normal
2023-01-05 16:00:00,M-105,68.06,6.22,1497,122.98,50.15,198.31,44.39,0.94,0.0081,0.55,33.53,937,5.36,41,Normal
2023-01-05 17:00:00,M-105,78.65,13.5,1518,124.78,44.37,188.97,57.97,2.49,0.0266,3.06,77.98,656,17.67,3,Warning
2023-01-05 18:00:00,M-101,72.69,4.23,1433,131.96,40.56,191.47,54.95,3.58,0.0524,0.77,35.17,888,6.22,31,Warning
2023-01-05 19:00:00,M-102,64.92,6.17,1491,115.39,49.56,195.63,42.72,1.06,0.011,0.23,26.63,994,3.9,75,Normal
2023-01-05 20:00:00,M-104,66.36,4.51,1521,118.79,50.74,201.5,46.3,1.31,0.0102,0.14,16.54,968,2.8,108,Normal
2023-01-05 21:00:00,M-104,81.89,11.31,1452,131.18,43.64,183.58,58.9,2.02,0.0234,2.95,59.83,659,15.46,6,Warning
2023-01-05 22:00:00,M-102,67.37,5.72,1509,118.49,48.58,207.51,44.68,0.95,0.0166,0.38,35.03,965,5.72,51,Normal
2023-01-05 23:00:00,M-104,65.08,6.46,1517,121.49,50.59,195.73,45.36,1.11,0.0089,0.3,27.44,952,4.07,66,Normal
2023-01-06 00:00:00,M-104,69.11,3.9,1497,119.45,50.31,204.08,45.86,0.88,0.0092,0.41,38.82,956,7.25,46,Normal
2023-01-06 01:00:00,M-105,64.72,5.89,1507,117.92,50.5,201.63,45.03,0.98,0.0096,0.18,19.07,994,3.51,94,Normal
2023-01-06 02:00:00,M-104,67.48,5.02,1503,123.4,50.24,213.01,45.57,0.65,0.0138,0.25,32.87,977,5.12,66,Normal
2023-01-06 03:00:00,M-103,65.96,4.75,1499,121.66,49.07,206.44,44.58,1.05,0.003,0.1,17.08,1002,3.48,119,Normal
2023-01-06 04:00:00,M-101,67.39,4.39,1498,120.03,49.22,203.24,44.88,1.08,0.0056,0.24,22.76,962,3.48,78,Normal
2023-01-06 05:00:00,M-105,60.81,5.59,1503,116.6,51.46,208.41,44.25,1.23,0.0071,0.12,26.2,989,3.75,100,Normal
2023-01-06 06:00:00,M-103,63.87,5.18,1515,124.01,52.06,206.04,46.02,1.12,0.0139,0.04,25.5,984,4.46,129,Normal
2023-01-06 07:00:00,M-105,63.7,5.95,1506,114.45,50.8,197.84,44.11,0.83,0.0093,0.19,34.91,986,4.93,74,Normal
2023-01-06 08:00:00,M-105,62.95,6.85,1512,121.16,49.77,195.2,44.63,1.22,0.0194,0.37,21.1,986,3.2,63,Normal
2023-01-06 09:00:00,M-105,62.65,4.47,1507,116.21,50.17,205.16,44.81,0.93,0.012,0.0,24.49,996,4.37,151,Normal
2023-01-06 10:00:00,M-102,64.94,6.77,1516,119.09,49.4,202.34,44.0,1.06,0.0138,0.35,44.02,982,6.82,46,Normal
2023-01-06 11:00:00,M-101,63.22,5.36,1497,118.32,49.08,198.48,46.57,0.89,0.0099,0.07,23.4,993,3.09,119,Normal
2023-01-06 12:00:00,M-102,66.47,4.72,1500,121.03,48.44,197.35,45.79,0.75,0.0115,0.15,26.13,955,4.25,92,Normal
2023-01-06 13:00:00,M-105,65.7,4.19,1496,119.15,49.46,203.16,44.55,1.2,0.0233,0.07,32.28,985,5.06,105,Normal
2023-01-06 14:00:00,M-105,63.34,5.09,1489,114.16,50.44,204.52,42.64,0.8,0.0131,0.02,12.13,1039,2.55,164,Normal
2023-01-06 15:00:00,M-101,65.11,4.35,1499,118.74,50.6,196.45,44.49,1.23,0.0062,0.01,36.51,969,5.55,121,Normal
2023-01-06 16:00:00,M-105,64.42,3.44,1508,119.84,49.82,215.97,45.3,0.85,0.0079,0.0,33.27,1022,4.07,133,Normal
2023-01-06 17:00:00,M-103,75.8,13.09,1491,135.94,46.61,196.12,54.42,1.78,0.0524,2.7,59.97,695,14.72,6,Warning
2023-01-06 18:00:00,M-102,64.33,4.6,1490,120.85,52.06,194.66,45.02,1.28,0.0096,0.0,39.52,1009,6.5,120,Normal
2023-01-06 19:00:00,M-103,67.86,3.81,1497,120.07,49.73,208.96,45.22,0.84,0.013,0.29,30.52,971,5.3,64,Normal
2023-01-06 20:00:00,M-104,62.99,6.14,1513,119.76,47.88,196.96,46.3,1.0,0.005,0.23,34.78,962,5.39,68,Normal
2023-01-06 21:00:00,M-103,64.18,4.34,1479,121.53,51.26,192.41,46.24,0.98,0.0161,0.0,13.79,1000,2.14,172,Normal
2023-01-06 22:00:00,M-101,62.64,6.19,1495,120.4,50.28,198.71,45.59,0.91,0.0144,0.24,34.39,944,4.67,67,Normal
2023-01-06 23:00:00,M-105,85.63,27.14,1234,150.79,38.34,151.82,74.17,7.55,0.1825,6.49,100.0,201,28.06,0,Failure
2023-01-07 00:00:00,M-101,67.21,4.88,1478,121.69,49.46,199.55,45.33,1.04,0.0135,0.22,22.09,964,3.85,82,Normal
2023-01-07 01:00:00,M-102,65.63,5.89,1494,121.32,49.61,201.7,44.35,0.82,0.0105,0.24,31.57,933,5.07,69,Normal
2023-01-07 02:00:00,M-102,70.79,8.8,1478,138.55,44.69,188.65,55.21,4.16,0.0315,1.34,32.88,844,7.74,21,Warning
2023-01-07 03:00:00,M-101,77.57,13.96,1530,120.95,42.94,201.79,53.94,3.89,0.0546,3.05,74.67,676,16.74,3,Warning
2023-01-07 04:00:00,M-103,68.28,5.74,1500,116.8,49.75,195.78,47.17,0.96,0.0106,0.48,39.45,953,8.02,41,Normal
2023-01-07 05:00:00,M-104,75.43,11.68,1444,127.8,38.38,188.24,48.8,3.45,0.0252,2.38,61.19,696,13.6,7,Warning
2023-01-07 06:00:00,M-103,64.38,4.25,1503,122.68,48.12,200.58,44.84,1.13,0.0111,0.0,13.42,984,2.06,173,Normal
2023-01-07 07:00:00,M-105,60.68,4.98,1510,119.2,49.35,193.11,43.14,1.17,0.0091,0.0,19.28,1015,3.66,161,Normal
2023-01-07 08:00:00,M-105,64.03,5.15,1516,121.79,49.73,195.54,42.85,0.86,0.0089,0.03,32.98,976,5.26,119,Normal
2023-01-07 09:00:00,M-101,74.33,15.68,1484,135.88,39.8,191.65,57.28,3.38,0.0627,3.07,60.29,632,14.81,5,Warning
2023-01-07 10:00:00,M-102,64.93,4.79,1498,116.24,49.45,200.46,45.16,0.79,0.0163,0.0,29.57,982,4.67,140,Normal
2023-01-07 11:00:00,M-101,66.69,6.84,1492,118.11,48.91,198.67,46.43,1.11,0.0124,0.54,35.52,899,6.06,40,Normal
2023-01-07 12:00:00,M-102,67.61,3.34,1510,122.25,48.91,197.95,43.89,0.96,0.0085,0.26,18.55,984,3.33,79,Normal
2023-01-07 13:00:00,M-105,64.68,3.59,1512,119.7,49.29,205.55,43.82,0.67,0.0164,0.0,14.22,1037,1.9,171,Normal
2023-01-07 14:00:00,M-103,64.05,4.99,1505,120.01,49.56,199.45,44.91,0.93,0.0087,0.0,18.68,1031,2.75,162,Normal
2023-01-07 15:00:00,M-103,65.46,5.24,1509,116.92,48.51,202.64,42.96,1.04,0.0041,0.09,36.42,1020,5.77,92,Normal
2023-01-07 16:00:00,M-103,67.8,10.37,1426,126.9,44.5,186.22,49.06,3.75,0.0285,1.35,43.63,842,9.15,17,Warning
2023-01-07 17:00:00,M-101,69.67,5.29,1508,123.92,51.13,197.76,43.72,0.99,0.0072,0.53,46.8,906,8.19,34,Normal
2023-01-07 18:00:00,M-104,76.01,13.4,1482,130.49,45.92,186.87,55.81,2.66,0.0624,2.78,80.05,658,17.51,3,Warning
2023-01-07 19:00:00,M-101,62.65,4.99,1503,120.51,51.05,192.76,44.16,1.13,0.0064,0.0,24.77,1004,2.51,150,Normal
2023-01-07 20:00:00,M-102,67.11,5.22,1499,120.57,50.52,203.23,45.56,1.02,0.009,0.26,39.46,966,7.01,59,Normal
2023-01-07 21:00:00,M-103,64.59,4.86,1510,124.67,50.19,209.79,44.76,1.19,0.0155,0.0,20.76,991,2.74,158,Normal
2023-01-07 22:00:00,M-104,63.75,5.86,1509,121.03,50.73,202.58,44.36,1.09,0.014,0.17,32.34,994,5.49,80,Normal
2023-01-07 23:00:00,M-104,65.9,4.23,1502,118.36,49.98,191.8,43.37,0.96,0.0073,0.09,39.78,991,6.08,88,Normal
2023-01-08 00:00:00,M-101,61.21,5.21,1500,118.37,50.66,204.69,43.39,0.85,0.0062,0.04,34.74,976,5.22,111,Normal
2023-01-08 01:00:00,M-102,66.4,4.72,1506,116.92,49.87,200.39,45.02,0.67,0.016,0.14,38.76,966,6.26,78,Normal
2023-01-08 02:00:00,M-103,58.96,5.18,1518,122.48,50.21,197.54,45.81,0.81,0.0124,0.04,27.13,1005,3.56,127,Normal
2023-01-08 03:00:00,M-102,65.13,4.26,1508,116.33,49.97,201.68,44.05,0.87,0.0101,0.01,12.08,1017,1.32,167,Normal
2023-01-08 04:00:00,M-101,66.65,4.13,1493,119.39,48.65,195.9,44.52,1.17,0.0113,0.17,25.49,984,4.04,89,Normal
2023-01-08 05:00:00,M-101,78.02,11.8,1509,137.84,41.02,194.18,52.55,3.19,0.0514,2.66,53.11,659,13.82,8,Warning
2023-01-08 06:00:00,M-102,66.23,6.2,1498,119.1,50.0,203.01,43.56,0.54,0.0072,0.36,26.55,931,5.33,59,Normal
2023-01-08 07:00:00,M-101,64.36,4.6,1504,119.26,52.1,198.63,45.37,1.19,0.018,0.0,29.55,985,4.22,140,Normal
2023-01-08 08:00:00,M-105,71.52,15.38,1414,138.21,42.3,195.11,54.01,3.6,0.0391,2.73,54.26,669,12.72,7,Warning
2023-01-08 09:00:00,M-104,85.6,14.37,1243,143.26,21.81,181.68,57.95,6.85,0.1508,3.93,100.0,538,20.54,0,Failure
2023-01-08 10:00:00,M-102,70.28,15.34,1471,133.59,46.32,190.16,57.02,3.59,0.0429,2.6,49.47,676,13.1,8,Warning
2023-01-08 11:00:00,M-102,72.03,5.52,1457,134.94,40.95,195.36,57.03,0.73,0.0313,0.81,28.94,895,5.86,33,Warning
2023-01-08 12:00:00,M-102,74.59,7.07,1444,138.31,45.06,191.85,51.22,2.38,0.0425,1.37,49.26,828,10.33,15,Warning
2023-01-08 13:00:00,M-101,67.83,5.33,1496,117.4,51.58,194.15,45.85,1.13,0.0088,0.35,41.92,953,6.07,48,Normal
2023-01-08 14:00:00,M-103,64.36,5.15,1491,124.18,48.39,200.92,47.02,1.0,0.009,0.03,34.66,989,6.35,116,Normal
2023-01-08 15:00:00,M-104,67.42,10.31,1447,129.0,41.3,193.58,56.11,3.05,0.0566,1.3,47.37,835,8.9,16,Warning
2023-01-08 16:00:00,M-102,65.38,4.34,1504,120.04,49.36,202.44,46.8,0.96,0.0136,0.04,30.57,969,4.78,120,Normal
2023-01-08 17:00:00,M-101,62.59,4.99,1515,121.24,49.79,203.14,43.73,0.86,0.0046,0.0,12.86,1009,2.29,174,Normal
2023-01-08 18:00:00,M-101,73.25,11.8,1512,128.76,43.92,184.82,57.23,2.82,0.037,2.19,54.56,764,12.68,9,Warning
2023-01-08 19:00:00,M-102,65.3,5.1,1505,122.38,49.41,202.03,43.42,1.28,0.0038,0.05,38.3,979,5.55,102,Normal
